user_id,timestamp,heart_rate,sleep_stage,caffeine_intake_time,exercise_time,meal_time,pressure_level,temperature,humidity,air_quality
68,2024/12/4 0:00,73.9932892,rem,2024/12/3 10:00,2024/12/3 15:00,2024/12/3 17:00,3,21.71925899,48,25
85,2024/6/7 6:00,60.9761203,deep,2024/6/6 14:00,2024/6/6 21:00,2024/6/6 22:00,8,24.91071643,54,35
40,2024/11/5 12:00,70.67792019,deep,2024/11/5 0:00,2024/11/5 1:00,2024/11/5 9:00,4,21.76387168,48,26
86,2024/2/1 0:00,73.65989361,deep,2024/1/31 15:00,2024/1/31 17:00,2024/1/31 21:00,9,20.16147308,42,23
4,2024/12/27 16:00,67.68721915,light,2024/12/27 3:00,2024/12/27 4:00,2024/12/27 12:00,9,25.52202145,41,32
91,2024/6/27 1:00,71.65745488,deep,2024/6/26 15:00,2024/6/26 17:00,2024/6/26 17:00,3,22.69758003,45,40
77,2024/8/3 15:00,70.06032054,rem,2024/8/3 7:00,2024/8/3 7:00,2024/8/3 12:00,7,22.6976462,42,35
28,2024/3/21 5:00,73.32512739,rem,2024/3/20 16:00,2024/3/21 1:00,2024/3/20 23:00,4,20.51208857,49,26
23,2024/7/9 2:00,78.27327278,rem,2024/7/8 10:00,2024/7/8 21:00,2024/7/8 22:00,2,21.51391869,30,27
19,2024/5/12 3:00,70.98444886,light,2024/5/11 17:00,2024/5/11 17:00,2024/5/11 22:00,3,19.99920735,58,27
53,2024/5/6 6:00,71.99890325,deep,2024/5/5 17:00,2024/5/5 22:00,2024/5/6 1:00,4,21.00638861,55,26
34,2024/4/6 22:00,69.60561737,deep,2024/4/6 10:00,2024/4/6 11:00,2024/4/6 15:00,8,22.28236143,46,33
26,2024/7/7 23:00,73.28704676,light,2024/7/7 14:00,2024/7/7 13:00,2024/7/7 20:00,6,21.48092857,41,22
75,2024/4/3 19:00,74.15112303,light,2024/4/3 8:00,2024/4/3 10:00,2024/4/3 13:00,2,20.71096095,35,40
78,2024/5/12 19:00,69.34308837,light,2024/5/12 11:00,2024/5/12 14:00,2024/5/12 17:00,6,23.02769055,58,20
86,2024/3/12 0:00,68.79591483,deep,2024/3/11 8:00,2024/3/11 18:00,2024/3/11 20:00,9,19.59566511,58,27
46,2024/10/4 16:00,76.1182922,rem,2024/10/4 2:00,2024/10/4 8:00,2024/10/4 8:00,5,21.56198918,48,30
67,2024/7/5 15:00,70.46312337,rem,2024/7/5 4:00,2024/7/5 3:00,2024/7/5 13:00,4,23.82185852,52,24
78,2024/5/14 4:00,69.64288706,light,2024/5/13 15:00,2024/5/13 18:00,2024/5/14 0:00,8,23.21511514,44,38
94,2024/1/15 21:00,75.80000745,rem,2024/1/15 8:00,2024/1/15 13:00,2024/1/15 19:00,6,22.24943122,45,28
95,2024/8/10 19:00,66.50077849,light,2024/8/10 5:00,2024/8/10 15:00,2024/8/10 15:00,9,20.79452974,31,35
17,2024/1/9 1:00,68.40424916,rem,2024/1/8 14:00,2024/1/8 15:00,2024/1/8 20:00,1,22.35190905,39,28
69,2024/1/27 2:00,73.9922696,light,2024/1/26 14:00,2024/1/26 18:00,2024/1/27 0:00,1,21.82577365,48,35
10,2024/3/16 3:00,70.64681283,rem,2024/3/15 19:00,2024/3/15 20:00,2024/3/16 1:00,5,21.75333373,54,35
99,2024/4/11 10:00,61.36651296,rem,2024/4/11 0:00,2024/4/11 3:00,2024/4/11 8:00,2,23.85344958,44,32
87,2024/4/7 13:00,73.47466896,rem,2024/4/7 2:00,2024/4/7 6:00,2024/4/7 10:00,10,20.51821346,39,37
4,2024/10/2 19:00,57.74423765,rem,2024/10/2 10:00,2024/10/2 13:00,2024/10/2 15:00,6,24.74258189,33,28
38,2024/7/10 7:00,66.28628291,rem,2024/7/9 21:00,2024/7/10 2:00,2024/7/10 5:00,6,20.90592332,31,40
62,2024/5/9 21:00,71.52931248,rem,2024/5/9 6:00,2024/5/9 13:00,2024/5/9 18:00,5,21.52679893,41,27
72,2024/4/24 22:00,75.99884599,light,2024/4/24 14:00,2024/4/24 16:00,2024/4/24 14:00,9,18.46797738,33,27
16,2024/3/22 18:00,59.31346576,light,2024/3/22 7:00,2024/3/22 13:00,2024/3/22 10:00,2,21.34027006,54,35
100,2024/7/14 2:00,76.15762632,rem,2024/7/13 11:00,2024/7/13 15:00,2024/7/13 20:00,8,21.7737249,44,33
55,2024/3/21 11:00,61.7134953,deep,2024/3/20 20:00,2024/3/21 0:00,2024/3/21 5:00,8,21.52869896,38,23
97,2024/12/16 14:00,77.93703169,rem,2024/12/15 22:00,2024/12/16 5:00,2024/12/16 10:00,1,25.88145363,56,35
94,2024/10/20 5:00,72.79126904,deep,2024/10/19 14:00,2024/10/19 17:00,2024/10/20 2:00,4,23.852305,33,27
70,2024/2/4 11:00,63.2383172,rem,2024/2/4 1:00,2024/2/4 5:00,2024/2/4 5:00,8,21.23088618,46,29
16,2024/12/2 9:00,65.70386808,deep,2024/12/1 17:00,2024/12/1 23:00,2024/12/2 2:00,3,23.64243213,37,32
42,2024/4/21 0:00,76.45681706,deep,2024/4/20 9:00,2024/4/20 15:00,2024/4/20 21:00,6,20.80943234,32,24
6,2024/1/20 10:00,80.8610451,light,2024/1/19 19:00,2024/1/19 22:00,2024/1/20 7:00,1,22.21512689,30,35
7,2024/7/3 12:00,62.28855506,light,2024/7/2 21:00,2024/7/3 3:00,2024/7/3 7:00,8,24.69866187,51,40
49,2024/3/11 20:00,75.93578956,light,2024/3/11 5:00,2024/3/11 14:00,2024/3/11 17:00,8,24.132584,48,22
63,2024/4/17 21:00,68.57506894,rem,2024/4/17 6:00,2024/4/17 11:00,2024/4/17 13:00,5,23.79829872,33,21
49,2024/7/16 1:00,71.61736487,light,2024/7/15 9:00,2024/7/15 21:00,2024/7/15 21:00,8,19.14381415,35,26
56,2024/1/2 16:00,65.86992613,deep,2024/1/2 4:00,2024/1/2 9:00,2024/1/2 10:00,1,22.86968311,58,38
4,2024/12/15 3:00,62.99327592,deep,2024/12/14 11:00,2024/12/14 19:00,2024/12/15 0:00,3,22.69053458,32,26
92,2024/10/18 0:00,75.41531825,light,2024/10/17 15:00,2024/10/17 15:00,2024/10/17 22:00,3,19.94655609,32,34
64,2024/6/6 8:00,69.1860177,rem,2024/6/5 17:00,2024/6/6 4:00,2024/6/6 2:00,1,23.51714705,41,40
65,2024/5/28 4:00,66.16426961,light,2024/5/27 17:00,2024/5/27 23:00,2024/5/28 2:00,2,23.35241117,56,20
47,2024/5/20 19:00,65.12990371,light,2024/5/20 7:00,2024/5/20 13:00,2024/5/20 14:00,7,23.06814285,57,23
4,2024/6/22 9:00,83.21980569,light,2024/6/21 22:00,2024/6/22 2:00,2024/6/22 7:00,7,20.68217195,41,34
62,2024/6/15 4:00,73.97022755,light,2024/6/14 18:00,2024/6/14 16:00,2024/6/15 2:00,2,24.32008058,57,22
73,2024/9/11 13:00,72.55406393,light,2024/9/10 22:00,2024/9/11 8:00,2024/9/11 10:00,1,21.28405307,39,39
95,2024/5/4 23:00,73.58093334,light,2024/5/4 11:00,2024/5/4 12:00,2024/5/4 16:00,4,21.25339217,45,25
43,2024/10/1 7:00,79.09302631,rem,2024/9/30 16:00,2024/9/30 19:00,2024/10/1 5:00,4,23.41825358,51,39
86,2024/1/18 12:00,58.49859104,deep,2024/1/18 0:00,2024/1/18 1:00,2024/1/18 4:00,8,20.67423515,38,39
39,2024/1/17 6:00,66.46369525,light,2024/1/16 18:00,2024/1/17 0:00,2024/1/17 1:00,4,21.37726341,45,34
47,2024/12/19 11:00,63.54864627,light,2024/12/19 1:00,2024/12/19 3:00,2024/12/19 5:00,6,19.02664869,52,40
81,2024/9/15 18:00,63.88696945,deep,2024/9/15 6:00,2024/9/15 10:00,2024/9/15 13:00,7,19.26406488,52,21
25,2024/12/26 0:00,82.85864305,deep,2024/12/25 10:00,2024/12/25 19:00,2024/12/25 21:00,5,23.76635178,48,20
81,2024/3/11 17:00,70.85608819,light,2024/3/11 1:00,2024/3/11 6:00,2024/3/11 14:00,4,21.85510509,37,27
5,2024/8/9 2:00,60.95372104,deep,2024/8/8 14:00,2024/8/8 21:00,2024/8/8 23:00,9,22.35757652,30,27
28,2024/8/23 5:00,70.13277752,deep,2024/8/22 15:00,2024/8/22 17:00,2024/8/22 22:00,4,19.86583997,34,23
65,2024/2/4 15:00,69.0843243,deep,2024/2/3 23:00,2024/2/4 10:00,2024/2/4 7:00,7,22.53727976,47,40
58,2024/7/20 4:00,66.17166427,light,2024/7/19 19:00,2024/7/19 20:00,2024/7/20 2:00,5,22.30571027,36,40
27,2024/3/2 22:00,74.83724219,rem,2024/3/2 8:00,2024/3/2 11:00,2024/3/2 20:00,2,19.32449353,59,35
1,2024/4/7 5:00,68.56724213,rem,2024/4/6 19:00,2024/4/6 18:00,2024/4/6 23:00,8,18.88215481,38,33
80,2024/4/8 16:00,75.4460864,light,2024/4/8 5:00,2024/4/8 7:00,2024/4/8 12:00,1,24.7097135,44,26
83,2024/6/11 9:00,70.63082227,light,2024/6/11 0:00,2024/6/11 3:00,2024/6/11 3:00,10,24.25764982,33,27
10,2024/9/29 12:00,66.16699929,light,2024/9/28 23:00,2024/9/29 2:00,2024/9/29 7:00,6,22.92879835,51,23
4,2024/9/10 10:00,52.76992611,light,2024/9/9 19:00,2024/9/10 5:00,2024/9/10 4:00,5,23.31749372,37,28
94,2024/11/24 8:00,70.50210066,rem,2024/11/23 17:00,2024/11/23 23:00,2024/11/24 3:00,3,23.14554498,39,23
47,2024/1/7 22:00,70.04317134,rem,2024/1/7 12:00,2024/1/7 17:00,2024/1/7 15:00,5,19.8519168,58,28
87,2024/1/20 13:00,69.38559237,deep,2024/1/19 22:00,2024/1/20 6:00,2024/1/20 10:00,3,23.73378508,35,36
81,2024/4/21 9:00,68.02932401,light,2024/4/20 22:00,2024/4/20 23:00,2024/4/21 1:00,1,21.65729871,57,39
91,2024/3/6 17:00,71.45851862,deep,2024/3/6 3:00,2024/3/6 10:00,2024/3/6 12:00,5,20.78155327,35,40
97,2024/2/25 14:00,77.74385356,rem,2024/2/25 6:00,2024/2/25 3:00,2024/2/25 10:00,3,22.46274733,32,30
95,2024/7/1 14:00,75.27997233,deep,2024/7/1 3:00,2024/7/1 2:00,2024/7/1 7:00,4,22.41911083,38,32
9,2024/1/4 5:00,68.38495814,light,2024/1/3 19:00,2024/1/4 0:00,2024/1/4 0:00,6,20.07944478,59,27
65,2024/3/12 22:00,71.65094659,rem,2024/3/12 9:00,2024/3/12 16:00,2024/3/12 15:00,9,22.52621105,42,36
23,2024/5/26 23:00,62.18613688,light,2024/5/26 11:00,2024/5/26 17:00,2024/5/26 21:00,3,20.45578316,34,20
20,2024/6/14 19:00,71.68994842,rem,2024/6/14 3:00,2024/6/14 7:00,2024/6/14 13:00,3,19.48448897,58,40
64,2024/7/8 5:00,74.94093447,deep,2024/7/7 21:00,2024/7/7 22:00,2024/7/7 22:00,8,19.90847139,38,33
39,2024/8/6 9:00,70.12201635,rem,2024/8/5 17:00,2024/8/5 23:00,2024/8/6 3:00,1,22.11435351,32,29
37,2024/9/12 22:00,67.33657428,deep,2024/9/12 13:00,2024/9/12 16:00,2024/9/12 17:00,6,24.03999145,44,37
41,2024/1/4 8:00,68.42951696,rem,2024/1/4 0:00,2024/1/3 23:00,2024/1/4 5:00,3,23.8008491,51,31
55,2024/7/24 8:00,74.00279423,rem,2024/7/23 21:00,2024/7/24 3:00,2024/7/24 1:00,7,22.35673909,57,27
71,2024/2/20 23:00,59.81935134,light,2024/2/20 9:00,2024/2/20 11:00,2024/2/20 19:00,7,20.80636806,58,29
70,2024/11/15 1:00,70.57098829,rem,2024/11/14 17:00,2024/11/14 20:00,2024/11/14 17:00,6,24.43066274,40,37
11,2024/2/26 18:00,71.82199411,light,2024/2/26 9:00,2024/2/26 6:00,2024/2/26 11:00,5,24.92618112,47,25
94,2024/12/18 11:00,70.99501536,deep,2024/12/17 23:00,2024/12/18 3:00,2024/12/18 6:00,3,20.25626672,37,32
80,2024/11/8 5:00,70.39580712,rem,2024/11/7 20:00,2024/11/8 1:00,2024/11/7 21:00,5,24.31077778,34,36
54,2024/3/14 11:00,65.09450027,deep,2024/3/13 22:00,2024/3/14 3:00,2024/3/14 6:00,2,23.14021772,30,28
40,2024/1/25 20:00,70.48186029,rem,2024/1/25 10:00,2024/1/25 11:00,2024/1/25 18:00,9,20.73747293,40,33
46,2024/4/20 7:00,77.56951852,light,2024/4/19 22:00,2024/4/20 2:00,2024/4/19 23:00,7,22.84403848,31,35
71,2024/4/10 4:00,61.18169328,deep,2024/4/9 19:00,2024/4/9 20:00,2024/4/9 23:00,1,24.95181757,33,35
65,2024/1/19 0:00,72.74037175,rem,2024/1/18 15:00,2024/1/18 14:00,2024/1/18 17:00,3,21.52257471,45,38
83,2024/5/10 9:00,74.29075145,rem,2024/5/9 23:00,2024/5/9 23:00,2024/5/10 4:00,5,20.71699306,35,29
73,2024/1/3 7:00,66.0017917,light,2024/1/2 17:00,2024/1/2 22:00,2024/1/3 3:00,7,23.48513755,50,24
67,2024/5/2 20:00,70.32562675,rem,2024/5/2 11:00,2024/5/2 11:00,2024/5/2 14:00,5,23.17141199,38,24
42,2024/11/27 2:00,69.35328396,light,2024/11/26 15:00,2024/11/26 22:00,2024/11/26 19:00,7,21.54961845,38,40
8,2024/9/25 10:00,55.9912901,light,2024/9/25 1:00,2024/9/25 5:00,2024/9/25 5:00,4,20.28161901,54,26
62,2024/2/14 6:00,68.49854099,rem,2024/2/13 18:00,2024/2/14 2:00,2024/2/14 2:00,2,23.20364808,56,35
5,2024/3/16 22:00,68.13405945,light,2024/3/16 14:00,2024/3/16 14:00,2024/3/16 20:00,6,21.85055616,40,32
17,2024/3/21 4:00,75.41114851,deep,2024/3/20 18:00,2024/3/21 0:00,2024/3/20 23:00,10,20.91453805,35,21
90,2024/9/25 13:00,69.37939053,light,2024/9/24 22:00,2024/9/25 5:00,2024/9/25 11:00,5,24.36562115,59,30
45,2024/12/1 5:00,75.68744236,deep,2024/11/30 16:00,2024/11/30 18:00,2024/12/1 0:00,10,20.41162051,39,20
57,2024/8/12 22:00,59.92558513,rem,2024/8/12 11:00,2024/8/12 10:00,2024/8/12 20:00,5,19.46273423,30,20
9,2024/2/25 5:00,67.7409568,light,2024/2/24 17:00,2024/2/24 22:00,2024/2/24 23:00,3,21.57172862,37,20
91,2024/5/29 2:00,66.6409316,light,2024/5/28 15:00,2024/5/28 14:00,2024/5/28 18:00,6,25.59600657,41,20
18,2024/2/13 8:00,63.76072784,rem,2024/2/12 17:00,2024/2/12 23:00,2024/2/13 3:00,5,22.25553181,56,21
69,2024/1/15 22:00,74.30738924,rem,2024/1/15 7:00,2024/1/15 14:00,2024/1/15 15:00,1,23.64728903,45,32
9,2024/9/4 19:00,67.51405625,light,2024/9/4 7:00,2024/9/4 12:00,2024/9/4 13:00,3,23.48088483,55,36
44,2024/7/6 19:00,64.16211176,rem,2024/7/6 4:00,2024/7/6 11:00,2024/7/6 16:00,2,23.41952445,55,39
36,2024/8/6 12:00,73.56473349,rem,2024/8/6 3:00,2024/8/6 6:00,2024/8/6 6:00,10,22.48863495,40,33
1,2024/7/3 6:00,72.29871376,deep,2024/7/2 21:00,2024/7/2 18:00,2024/7/3 2:00,8,25.42011135,53,37
21,2024/11/30 15:00,76.05815654,light,2024/11/30 0:00,2024/11/30 5:00,2024/11/30 11:00,6,21.55793304,39,38
30,2024/5/24 22:00,67.81535722,deep,2024/5/24 12:00,2024/5/24 12:00,2024/5/24 18:00,7,20.0062009,39,20
25,2024/5/26 3:00,57.45223326,light,2024/5/25 14:00,2024/5/25 17:00,2024/5/25 19:00,10,20.37091356,45,25
71,2024/5/26 20:00,72.08098484,deep,2024/5/26 4:00,2024/5/26 9:00,2024/5/26 17:00,10,23.55662601,48,36
30,2024/10/19 16:00,73.30977791,rem,2024/10/19 2:00,2024/10/19 10:00,2024/10/19 8:00,4,18.30965536,51,38
49,2024/4/13 8:00,67.80413032,light,2024/4/12 16:00,2024/4/12 22:00,2024/4/13 2:00,6,23.83646352,42,33
78,2024/1/22 10:00,67.97275269,rem,2024/1/21 22:00,2024/1/21 22:00,2024/1/22 8:00,6,22.09814803,35,39
18,2024/6/9 0:00,66.80540055,light,2024/6/8 13:00,2024/6/8 18:00,2024/6/8 16:00,2,23.05164345,38,27
14,2024/4/8 5:00,65.87746394,light,2024/4/7 19:00,2024/4/7 17:00,2024/4/8 1:00,5,23.86091538,40,33
1,2024/3/14 3:00,64.66710859,light,2024/3/13 18:00,2024/3/13 17:00,2024/3/14 0:00,9,23.19646898,55,29
81,2024/8/20 20:00,74.09406615,rem,2024/8/20 7:00,2024/8/20 15:00,2024/8/20 17:00,4,23.03051918,44,34
100,2024/3/15 9:00,74.81619029,light,2024/3/14 17:00,2024/3/14 21:00,2024/3/15 5:00,9,21.84507001,40,25
43,2024/7/9 13:00,71.00855109,light,2024/7/8 23:00,2024/7/9 7:00,2024/7/9 7:00,8,20.55751685,52,24
25,2024/9/9 5:00,63.41143167,rem,2024/9/8 21:00,2024/9/8 19:00,2024/9/9 3:00,10,20.76882268,38,25
18,2024/6/3 4:00,69.98707587,light,2024/6/2 18:00,2024/6/2 18:00,2024/6/2 20:00,6,23.08964406,59,30
4,2024/6/18 13:00,68.4110958,deep,2024/6/18 4:00,2024/6/18 4:00,2024/6/18 7:00,8,20.68967981,55,20
83,2024/5/12 4:00,79.55947693,light,2024/5/11 13:00,2024/5/11 22:00,2024/5/12 2:00,2,24.12353148,31,39
82,2024/6/7 15:00,68.28119198,light,2024/6/7 3:00,2024/6/7 4:00,2024/6/7 12:00,7,20.65335181,30,36
52,2024/2/13 10:00,66.63240915,rem,2024/2/12 23:00,2024/2/13 6:00,2024/2/13 4:00,4,23.64698766,60,34
25,2024/11/9 1:00,75.03145126,rem,2024/11/8 13:00,2024/11/8 15:00,2024/11/8 21:00,3,21.91772651,52,28
13,2024/10/9 9:00,70.08753661,deep,2024/10/9 0:00,2024/10/9 2:00,2024/10/9 6:00,10,19.66226378,37,24
54,2024/12/23 16:00,71.22377392,light,2024/12/23 5:00,2024/12/23 12:00,2024/12/23 8:00,8,22.4217577,45,30
81,2024/12/30 5:00,65.38505718,deep,2024/12/29 13:00,2024/12/30 1:00,2024/12/29 22:00,9,20.08024692,32,24
98,2024/10/22 9:00,73.0368453,deep,2024/10/22 0:00,2024/10/22 0:00,2024/10/22 3:00,10,21.75685104,43,32
63,2024/7/18 8:00,72.35825424,light,2024/7/17 16:00,2024/7/18 1:00,2024/7/18 6:00,1,23.60281404,53,28
27,2024/4/11 20:00,70.77592839,rem,2024/4/11 5:00,2024/4/11 10:00,2024/4/11 14:00,4,21.45653008,33,32
66,2024/12/4 18:00,65.42465854,deep,2024/12/4 10:00,2024/12/4 8:00,2024/12/4 13:00,9,21.72357191,49,30
2,2024/3/31 7:00,70.68565447,deep,2024/3/30 20:00,2024/3/30 20:00,2024/3/31 3:00,3,20.53637251,41,32
59,2024/6/14 18:00,63.09051293,rem,2024/6/14 2:00,2024/6/14 12:00,2024/6/14 11:00,7,23.66600223,32,29
44,2024/7/30 0:00,66.29661783,rem,2024/7/29 16:00,2024/7/29 13:00,2024/7/29 22:00,4,22.21349144,48,40
79,2024/4/26 23:00,62.73092806,deep,2024/4/26 10:00,2024/4/26 18:00,2024/4/26 17:00,2,22.83890519,49,26
91,2024/5/8 19:00,74.7514493,rem,2024/5/8 5:00,2024/5/8 15:00,2024/5/8 17:00,10,23.2743772,41,20
47,2024/5/10 11:00,62.36683361,rem,2024/5/9 23:00,2024/5/10 3:00,2024/5/10 9:00,3,20.17661954,55,32
71,2024/11/13 13:00,74.9214166,light,2024/11/13 2:00,2024/11/13 6:00,2024/11/13 11:00,1,25.41661399,31,32
10,2024/11/23 21:00,70.76984653,rem,2024/11/23 6:00,2024/11/23 17:00,2024/11/23 15:00,7,23.00874888,52,32
12,2024/3/10 12:00,75.93098375,deep,2024/3/9 22:00,2024/3/10 1:00,2024/3/10 5:00,2,21.89026258,48,24
33,2024/11/16 17:00,70.23762529,rem,2024/11/16 8:00,2024/11/16 13:00,2024/11/16 13:00,3,20.48203083,39,40
11,2024/8/23 20:00,62.83718142,light,2024/8/23 11:00,2024/8/23 11:00,2024/8/23 13:00,6,21.7851287,43,20
94,2024/8/16 19:00,74.47078945,light,2024/8/16 10:00,2024/8/16 8:00,2024/8/16 12:00,8,18.17381832,34,39
78,2024/11/19 16:00,69.71648637,light,2024/11/19 1:00,2024/11/19 6:00,2024/11/19 9:00,3,22.29607877,38,36
16,2024/5/16 13:00,67.14593309,light,2024/5/16 3:00,2024/5/16 8:00,2024/5/16 8:00,1,22.85067131,43,22
30,2024/8/22 12:00,66.52761199,light,2024/8/22 2:00,2024/8/22 6:00,2024/8/22 6:00,10,21.41621276,54,24
57,2024/12/7 22:00,58.20384746,light,2024/12/7 14:00,2024/12/7 11:00,2024/12/7 20:00,3,22.5426684,43,32
36,2024/4/28 7:00,65.0982832,deep,2024/4/27 18:00,2024/4/27 20:00,2024/4/28 3:00,8,20.51032369,58,40
12,2024/11/5 21:00,68.46076821,rem,2024/11/5 9:00,2024/11/5 14:00,2024/11/5 16:00,5,19.77086697,49,34
69,2024/9/13 21:00,62.42540193,light,2024/9/13 6:00,2024/9/13 9:00,2024/9/13 14:00,6,20.88897535,42,31
27,2024/9/29 7:00,69.1917191,light,2024/9/28 18:00,2024/9/29 1:00,2024/9/29 1:00,7,21.01835566,55,32
1,2024/4/11 23:00,58.64127496,light,2024/4/11 10:00,2024/4/11 16:00,2024/4/11 19:00,9,20.76120199,36,40
23,2024/3/23 12:00,68.65567416,rem,2024/3/22 20:00,2024/3/23 3:00,2024/3/23 7:00,10,21.18245325,46,33
1,2024/2/28 8:00,63.52635817,rem,2024/2/27 16:00,2024/2/27 22:00,2024/2/28 5:00,4,19.59361002,48,39
21,2024/6/24 4:00,68.35783876,light,2024/6/23 20:00,2024/6/24 0:00,2024/6/23 20:00,5,22.18936002,43,38
43,2024/6/7 18:00,72.85204877,light,2024/6/7 9:00,2024/6/7 8:00,2024/6/7 10:00,4,23.73061486,55,32
39,2024/3/31 6:00,72.15342288,light,2024/3/30 20:00,2024/3/30 19:00,2024/3/31 3:00,9,22.72603271,48,20
46,2024/7/31 12:00,62.27790213,deep,2024/7/30 23:00,2024/7/31 3:00,2024/7/31 9:00,3,18.65490165,38,31
24,2024/5/1 12:00,74.9497882,deep,2024/4/30 20:00,2024/5/1 4:00,2024/5/1 7:00,4,23.10856731,34,31
39,2024/6/27 10:00,71.89743839,deep,2024/6/26 21:00,2024/6/27 0:00,2024/6/27 7:00,4,21.10232588,36,29
44,2024/10/1 2:00,62.09786946,light,2024/9/30 16:00,2024/9/30 14:00,2024/10/1 0:00,4,19.57148642,34,21
7,2024/6/11 4:00,66.1965051,deep,2024/6/10 17:00,2024/6/10 17:00,2024/6/10 21:00,8,22.59863115,57,25
95,2024/4/5 20:00,66.30436845,rem,2024/4/5 7:00,2024/4/5 10:00,2024/4/5 17:00,7,19.98211032,59,28
3,2024/11/10 22:00,66.66042506,deep,2024/11/10 10:00,2024/11/10 12:00,2024/11/10 15:00,2,24.36256202,54,23
95,2024/12/28 9:00,67.98926361,rem,2024/12/27 23:00,2024/12/28 1:00,2024/12/28 6:00,1,19.65395076,51,31
57,2024/4/16 23:00,67.41032566,light,2024/4/16 14:00,2024/4/16 12:00,2024/4/16 17:00,2,21.56372384,47,32
36,2024/8/1 0:00,71.43206315,deep,2024/7/31 9:00,2024/7/31 17:00,2024/7/31 17:00,2,23.61362153,33,40
79,2024/4/6 23:00,73.50397965,deep,2024/4/6 9:00,2024/4/6 18:00,2024/4/6 17:00,2,22.42147622,37,27
83,2024/4/12 6:00,67.57038416,light,2024/4/11 18:00,2024/4/12 1:00,2024/4/11 23:00,4,23.405084,57,34
53,2024/1/2 0:00,75.08023187,deep,2024/1/1 12:00,2024/1/1 15:00,2024/1/1 16:00,3,22.72205096,55,28
8,2024/3/16 21:00,64.74608332,light,2024/3/16 8:00,2024/3/16 13:00,2024/3/16 14:00,1,18.51586257,54,38
